Severity,Category,Is Mandatory,Requirement,Page Source,My Notes
Critical,Legal,Yes,"Further, if any subcontractor participates in any work involving additional services, the estimated extent and cost of the contemplated work must receive the prior written consent of the State.",19,
Critical,Legal,Yes,Any authorized subcontracts shall contain all the same provisions specified for and attached to the original contract with the State.,19,
Critical,Operational,Yes,The Contractor shall perform the services specified in accordance with the terms of the contract and shall complete the contracted services by the completion dates specified in the contract.,19,
Critical,Operational,Yes,"If, at any time during or after performance of the contract, the Contractor discovers any design errors or other issues that warrant changes, the contractor shall notify the Project Manager immediately.",19,
Critical,Technical,Yes,The Contractor shall provide professional services required by the State that are necessary for furtherance of any work covered under the contract.,20,
Critical,Technical,Yes,"Professional services shall include appropriate representation at design conferences, public gatherings and hearings, and appearances before any legislative body, commission, board, or court, to justify, explain, or defend its services provided under the contract.",20,
Critical,Legal,Yes,"When required by the State, the Contractor, or an appropriate representative, shall prepare for and appear in, on behalf of the State, any litigation or other legal proceeding concerning any relevant project or related contract.",20,
Critical,Legal,Yes,"Changes to the scope, duration or value of the contract will require amendment of the contract, approved by the State’s Secretary of Transportation or other official delegated such authority.",21,
Critical,Financial,Yes,"The Contractor agrees to maintain complete and accurate records, in a form satisfactory to VTrans, for any extra work or additional services in accordance with the contract and the Contractor shall perform such work or services only after an amendment has been fully executed or a written notice to proceed is issued by VTrans.",21,
Critical,Management,Yes,A request for extension of time must be made before the contractor is in default.,21,
Critical,Legal,Yes,"Contractor also agrees to include written provision in any of contractor’s subcontracts with others relating to this contract, providing that such subcontractors also recognize and agree to be bound by this duty of loyalty to the State regarding any aspects of any work or projects to which this contract relates.",23,
Critical,Management,Yes,"The contractor shall be responsible for supervision of contractor employees and subcontractors for all work performed under the contract and shall be solely responsible for all procedures, methods of analysis, interpretation, conclusions, and contents of work performed under the contract.",23,
Critical,Management,Yes,"As required by VTrans, prior to initiating any work, the Contractor shall work with VTrans’ Project Manager to develop a work schedule showing how the contractor will complete the various phases of work to meet the completion date and any interim submission dates in the contract.",23,
Critical,Management,Yes,"The Contractor during the life of the contract shall make monthly progress reports, or as otherwise determined by the Project Manager, or set forth in the statement of work, indicating the work achieved through the date of the report.",23,
Critical,Management,Yes,Contractors should not begin work on any task or project under a primary contract until they have received authorization as described in the scope of work.,23,
Critical,Operational,Yes,"Whenever a facility or component of a private, public, or cooperatively-owned utility will be affected by proposed construction, the Contractor shall consult with the State’s Utility Section and initiate contacts or discussions with the affected owners regarding requirements necessary for revision of facilities, both above and below ground.",23,
Critical,Technical,Yes,All revisions must be completely and accurately exhibited on detail sheets or plans.,23,
Critical,Legal,Yes,"If there is a need to enter upon private property to accomplish the work under the contract, the Contractor shall inform property owners and tenants in a timely manner and in accordance with relevant statutes.",24,
Critical,Compliance,Yes,"The State and applicable federal agencies shall, at all times, have access to the contractor's work for the purposes of inspection, accounting, and auditing, and the Contractor shall provide appropriate and necessary access to accomplish inspections, accounting, and auditing.",24,
Critical,Compliance,Yes,"The contractor shall permit the State and its representatives the opportunity at any time to inspect any plans, drawings, estimates, specifications, or other materials prepared or undertaken by the Contractor pursuant to the contract.",24,
Critical,Technical,Yes,"All communications and deliverables presented under terms of the contract shall be in a form and format identified in the statement of work section of the contract, including, but not limited to CADD Requirements, Data Specifications, and Geographic Information System Requirements.",24,
Critical,Management,Yes,"All work prepared by the Contractor, subcontractors, and representatives thereof pursuant to the contract shall be subject to review and approval by VTrans.",24,
Critical,Management,Yes,All comments must be satisfactorily resolved before the affected work is advanced.,24,
Critical,Financial,Yes,"Annually, the Contractor shall furnish the State with independently-prepared, properly supported indirect cost rates for all the time periods covered under the contract.",25,
Critical,Financial,Yes,These rates must be developed in accordance with the cost principles in 48 CFR Part 31.,25,
Critical,Financial,Yes,"Unless otherwise specified in the contract, the Contractor’s overhead rate shall be based on actual, audited overhead costs.",25,
Critical,Legal,Yes,The Contractor shall maintain all records related to the contract for a period of seven (7) years unless required to keep them longer as indicated Federal provisions or in the scope of work section of the contract.,25,
Critical,Legal,Yes,"The Contractor shall be registered with the Vermont Secretary of State to do business in the State of Vermont if the Contractor: a. Is a domestic or foreign corporation, b. Is a resident co-partner or resident member of a co-partnership or association, c. Is a non-resident individual doing business in Vermont in his or her individual capacity, d. Is doing business in Vermont under any name other than the Contractor’s own personal name.",25,
Critical,Legal,Yes,This registration must be complete prior to contract execution and maintained throughout the life of the contract.,26,
Critical,Operational,Yes,"Where relevant to the work to be performed under the contract, contractors must inspect physical locations of construction when required in the statement of work and will not be compensated for any differing site conditions that could have been discovered during the inspection.",26,
Critical,Legal,Yes,"The Contractor is prohibited from representing in marketing or promotional materials that VTrans is a co-sponsor in any project, or otherwise representing any sort of collaboration or partnership with VTrans; making claims of general endorsement by VTrans; and from using the VTrans logo, seal, or letterhead.",26,
Critical,Legal,Yes,"The contractor (hereinafter includes consultants) will comply with the Acts and the Regulations relative to Nondiscrimination in Federally-assisted programs of the U.S. Department of Transportation, Federal Highway Administration (FHWA), as they may be amended from time to time, which are herein incorporated by reference and made a part of this contract.",1,
Critical,Legal,Yes,"The contractor, with regard to the work performed by it during the contract, will not discriminate on the grounds of race, color, national origin, sex, age, disability, income-level, or LEP in the selection and retention of subcontractors, including procurements of materials and leases of equipment.",1,
Critical,Legal,Yes,"The contractor will not participate directly or indirectly in the discrimination prohibited by the Acts and the Regulations as set forth in Appendix E, including employment practices when the contract covers any activity, project, or program set forth in Appendix B of 49 CFR Part 21.",1,
Critical,Legal,Yes,"In all solicitations, either by competitive bidding, or negotiation made by the contractor for work to be performed under a subcontract, including procurements of materials, or leases of equipment, each potential subcontractor or supplier will be notified by the contractor of the contractor’s obligations under this contract and the Acts and the Regulations relative to Non-discrimination on the grounds of race, color, national origin, sex, age, disability, income-level, or LEP.",1,
Critical,Legal,Yes,"The contractor will provide all information and reports required by the Acts, the Regulations and directives issued pursuant thereto and will permit access to its books, records, accounts, other sources of information, and its facilities as may be determined by the Recipient or the FHWA to be pertinent to ascertain compliance with such Acts, Regulations, and instructions.",1,
Critical,Legal,Yes,"The contractor will include the provisions of paragraphs one through six in every subcontract, including procurements of materials and leases of equipment, unless exempt by the Acts, the Regulations and directives issued pursuant thereto.",1,
Critical,Legal,Yes,The contractor will take action with respect to any subcontract or procurement as the Recipient or the FHWA may direct as a means of enforcing such provisions including sanctions for noncompliance.,2,
Critical,Legal,Yes,"During the performance of this contract, the contractor, for itself, its assignees, and successors in interest (hereinafter referred to as the “contractor”) agrees to comply with the following non-discrimination statutes and authorities; including but not limited to: • Title VI of the Civil Rights Act of 1964 (42 U.S.C. § 2000d et seq., 78 stat. 252), (prohibits discrimination on the basis of race, color, national origin), as implemented by 49 C.F.R. § 21.1 et seq. and 49 C.F.R. § 303; • The Uniform Relocation Assistance and Real Property Acquisition Policies Act of 1970, (42 U.S.C. § 4601), (prohibits unfair treatment of persons displaced or whose property has been acquired because of Federal or Federal-aid programs and projects); • Federal-Aid Highway Act of 1973, (23 U.S.C. § 324 et seq.), (prohibits discrimination on the basis of sex); • Section 504 of the Rehabilitation Act of 1973, (29 U.S.C. § 794 et seq.), as amended, (prohibits discrimination on the basis of disability); and 49 CFR Part 27; • The Age Discrimination Act of 1975, as amended, (42 U.S.C. § 6101 et seq.), (prohibits discrimination on the basis of age); • Airport and Airway Improvement Act of 1982, (49 USC § 471, Section 47123), as amended, (prohibits discrimination based on race, creed, color, national origin, or sex); • The Civil Rights Restoration Act of 1987, (102 Stat. 28.), (“....which restore[d] the broad scope of coverage and to clarify the application of title IX of the Education Amendments of 1972, section 504 of the Rehabilitation Act of 1973, the Age Discrimination Act of 1975, and title VI of the Civil Rights Act of 1964.”); • Titles II and III of the Americans with Disabilities Act, which prohibit discrimination on the basis of disability in the operation of public entities, public and private transportation systems, places of public accommodation, and certain testing entities (42 U.S.C. §§ 12131 -- 12189) as implemented by Department of Justice regulations at 28 C.F.R. parts 35 and 36, and Department of Transportation regulations at 49 C.F.R. parts 37 and 38; • The Federal Aviation Administration’s Non-discrimination statute (49 U.S.C. § 47123) (prohibits discrimination on the basis of race, color, national origin, and sex); • Executive Order 12898, Federal Actions to Address Environmental Justice in Minority Populations and Low-Income Populations, which ensures non-discrimination against minority populations by discouraging programs, policies, and activities with disproportionately high and adverse human health or environmental effects on minority and low-income populations; • Executive Order 13166, Improving Access to Services for Persons with Limited English Proficiency, and resulting agency guidance, national origin discrimination includes discrimination because of limited English proficiency (LEP). To ensure compliance with Title VI, you must take reasonable steps to ensure that LEP persons have meaningful access to your programs (70 Fed. Reg. at 74087 to 74100); • Title IX of the Education Amendments of 1972, as amended, which prohibits you from discriminating because of sex in education programs or activities (20 U.S.C. 1681 et seq), as implemented by 49 C.F.R. § 25.1 et seq.",3,
Critical,Legal,Yes,"I hereby certify that I am the and duly authorized representative of the firm of , whose address is , and that neither I nor the above firm I here represent has: (a) Employed or retained for a commission, percentage, brokerage, contingent fee, or other consideration, any firm or person (other than a bona fide employee working solely for me or the above consultant) to solicit or secure this contract, (b) Agreed, as an express or implied condition for obtaining this contract, to employ or retain the services of any firm or person in connection with carrying out the contract, or (c) Paid, or agreed to pay, to any firm, organization or person (other than a bona fide employee working solely for me or the above consultant) any fee, contribution, donation, or the consideration of any kind for, or in connection with, procuring or carrying out the contract; except as here expressly stated (if any):",1,
Critical,Legal,Yes,"The prospective contractor certifies, to the best of his or her knowledge and belief, under the penalties of perjury under the laws of the State of Vermont and the United States that on behalf of the person, firm, association, or corporation he or she represents, that: a. No Federal appropriated funds have been paid or will be paid, by or on behalf of the undersigned, to any person for influencing or attempting to influence an officer or employee of any Federal agency, a Member of Congress, an officer or employee of Congress, or an employee of a Member of Congress in connection with the awarding of any Federal contract, the making of any Federal grant, the making of any Federal loan, the entering into of any cooperative agreement, and the extension, continuation, renewal, amendment, or modification of any Federal contract, grant, loan, or cooperative agreement. b. If any funds other than Federal appropriated funds have been paid or will be paid to any person for influencing or attempting to influence an officer or employee of any Federal agency, a Member of Congress, an officer or employee of Congress, or an employee of a Member of Congress in connection with this Federal contract, grant, loan, or cooperative agreement, the undersigned shall complete and submit Standard Form-LLL, ""Disclosure Form to Report Lobbying,"" in accordance with its instructions. The form and instructions can be found here: CERTIFICATION REGARDING LOBBYING (state.gov)",1,
Critical,Legal,Yes,"The prospective contractor also agrees that they shall require that the language of this certification be included in all lower tier subcontracts which exceed $100,000 and that all such recipients shall certify and disclose accordingly.",1,
Critical,Legal,Yes,"I hereby certify under the penalties of perjury under the laws of the State of Vermont and the United States that on behalf of the person, firm, association, or corporation submitting the bid certifying that such person, firm, association, or corporation has not, either directly or indirectly, entered into any agreement, participated in any collusion, or otherwise taken any action, in restraint of free competitive bidding in connection with the submitted bid for the Vermont project:",1,
Critical,Legal,Yes,"I further certify under the penalties of perjury under the laws of the State of Vermont and the United States that except as noted below said individual, partnership or corporation or any person associated therewith in any capacity is not currently, and has not been within the past three (3) years, suspended, debarred, voluntarily excluded or determined ineligible by any Federal or State Agency; does not have a proposed suspension, debarment, voluntary exclusion or ineligibility determination pending; and has not been indicted, convicted, or had a civil judgement rendered against (it, him, her, them) by a court having jurisdiction in any matter involving fraud or official misconduct within the past three (3) years.",1,
Critical,Legal,Yes,"The bidder , proposed subcontractor , , hereby certifies that he/she has , has not participated in a previous contract or subcontract subject to the equal opportunity clause, as required by Executive Orders 10925, 11114, or 11246 as amended, and that he/she has , has not , filed with the Joint Reporting Committee, the Director of the Office of Federal Contract Compliance, a Federal Government contracting or administering agency, or the President's Committee on Equal Employment Opportunity, all reports due under the applicable filing requirements.",1,
Critical,Compliance,Yes,This form must be completed in its entirety and submitted as part of the response for the proposal to be considered valid.,1,
Critical,Compliance,Yes,"Bidder is required to self report the following information relating to past violations, convictions, suspensions, and any other information related to past performance and likely compliance with proper coding and classification of employees.",1,
Critical,Compliance,Yes,The state is requiring information on any violations that occurred in the previous 12 months.,1,
Critical,Legal,Yes,"Bidder hereby certifies that the company/individual is in compliance with the requirements as detailed in Section 32 of Act 54 (2009), as amended by Section 17 of Act 142 (2010) and further amended by Section 6 of Act 50 (2011).",1,
Critical,Compliance,Yes,This form must be completed in its entirety and submitted prior to contract execution by the Contractor and included in all requests to sublet or assign work as outlined in Section 108.01 of the Standard Specifications for Construction.,2,
Critical,Compliance,Yes,"This form must be updated as necessary, and provided to the State as additional subcontractors are hired.",2,
Critical,Compliance,Yes,The Contractor is required to provide a list of subcontractors on the job along with lists of subcontractors’ subcontractors and by whom those subcontractors are insured for workers’ compensation purposes.,2,
Critical,Compliance,Yes,"Additionally, the Contractor shall collect and retain evidence of subcontractors’ workers’ compensation insurance, such as the ACORD insurance coverage summary sheet.",2,
Critical,Compliance,Yes,"The State is required to secure your response to this certification request. You should (1) either check Box A below, or check Box B and complete the associated table accordingly, and (2) sign below certifying that the form is accurate on behalf of your organization",1,
Critical,Legal,Yes,"Failure to adhere to Act 54, Section 32 of the Acts of 2009 and submit Subcontractor Reporting: Worker Classification Compliance Requirement will constitute non-compliance and may result in cancellation of contract and/or forfeiture of future bidding privileges until resolved.",103,
Critical,Legal,Yes,"Consequently, the DBE requirements of 49 CFR Part 26 and 23 CFR, Chapter 1, Part 230, Subpart b apply to this contract.",107,
Critical,Legal,Yes,"Failure by the contractor to carry out these requirements is a material breach of this contract, which may result in the termination of this contract or such other remedy, as VTrans deems appropriate.",107,
Critical,Legal,Yes,"The Contractor is hereby advised that failure of the Contractor, or any Subcontractor performing work under this contract, to carry out the requirements set forth in paragraphs 1 and 2 above shall constitute a breach of contract and after the notification of the Vermont Agency of Transportation, Secretary of Transportation, may result in termination of this contract by the State or such remedy as the State deems necessary.",107,
Critical,Legal,Yes,"In accordance with Vermont’s Prompt Payment Act and VTrans Standard Specifications for Construction, Section 107.01(g), the Contractor shall fully comply with the provisions of 9 V.S.A. Chapter 102, also referred to as Act No. 74 of 1991 or the Prompt Payment Act, as amended.",110,
Critical,Legal,Yes,"In accordance with 9 V.S.A. Section 4003, notwithstanding any contrary agreement, payments made to subcontractors after seven days from receipt of a corresponding progress payment by the State to the Contractor, or seven days after receipt of a subcontractor’s invoice, whichever is later, violate this agreement.",111,
High,Compliance,Yes,The ratio of apprentices and trainees to journeyworkers shall not be greater than permitted by the terms of the particular program.,24,
High,Compliance,Yes,"The contractor or subcontractor must insert FHWA-1273 in any subcontracts, along with the applicable wage determination(s) and such other clauses or contract modifications as the contracting agency may by appropriate instructions require, and a clause requiring the subcontractors to include these clauses and wage determination(s) in any lower tier subcontracts.",24,
High,Legal,Yes,"As provided in 29 CFR 5.5, disputes arising out of the labor standards provisions of this contract shall not be subject to the general disputes clause of this contract.",24,
High,Legal,Yes,"Such disputes shall be resolved in accordance with the procedures of the Department of Labor set forth in 29 CFR parts 5, 6, and 7.",24,
High,Legal,Yes,These clauses shall be inserted in addition to the clauses required by 29 CFR 5.5(a) or 29 CFR 4.6.,25,
High,Legal,Yes,The contractor or subcontractor must insert in any subcontracts the clauses set forth in paragraphs 1. through 5. of this section and a clause requiring the subcontractors to include these clauses in any lower tier subcontracts.,25,
High,Management,Yes,"Leased employees may only be included in this term if the prime contractor meets all of the following conditions: (1) the prime contractor maintains control over the supervision of the day-to-day activities of the leased employees; (2) the prime contractor remains responsible for the quality of the work of the leased employees; (3) the prime contractor retains all power to accept or exclude individual employees from work on the project; and (4) the prime contractor remains ultimately responsible for the payment of predetermined minimum wages, the submission of payrolls, statements of compliance and all other Federal regulatory requirements.",26,
High,Legal,Yes,"Pursuant to 29 CFR 1926.3, it is a condition of this contract that the Secretary of Labor or authorized representative thereof, shall have right of entry to any site of contract performance to inspect or investigate the matter of compliance with the construction safety and health standards and to carry out the duties of the Secretary under Section 107 of the Contract Work Hours and Safety Standards Act (40 U.S.C. 3704).",27,
High,Compliance,Yes,Form FHWA-1022 shall be posted on each Federal-aid highway project (23 CFR Part 635) in one or more places where it is readily available to all persons concerned with the project,28,
High,Compliance,Yes,Violations must be reported to the Federal Highway Administration and the Regional Office of the Environmental Protection Agency.,29,
High,Legal,Yes,"The contractor agrees to include or cause to be included the requirements of this Section in every subcontract, and further agrees to take such action as the contracting agency may direct as a means of enforcing such requirements.",29,
High,Compliance,Yes,"Where the prospective participant is unable to certify to any of the statements in this certification, such prospective participant should attach an explanation to this proposal.",30,
High,Compliance,Yes,"Where the prospective lower tier participant is unable to certify to any of the statements in this certification, such prospective participant should attach an explanation to this proposal.",32,
High,Compliance,Yes,"To utilize privately owned United States-flag commercial vessels to ship at least 50 percent of the gross tonnage (computed separately for dry bulk carriers, dry cargo liners, and tankers) involved, whenever shipping any equipment, material, or commodities pursuant to this contract, to the extent such vessels are available at fair and reasonable rates for United States-flag commercial vessels.",33,
High,Compliance,Yes,"To furnish within 20 days following the date of loading for shipments originating within the United States or within 30 working days following the date of loading for shipments originating outside the United States, a legible copy of a rated, ‘on-board’ commercial ocean bill-of-lading in English for each shipment of cargo described in paragraph (b)(1) of this section to both the Contracting Officer (through the prime contractor in the case of subcontractor bills-of-lading) and to the Office of Cargo and Commercial Sealift (MAR-620), Maritime Administration, Washington, DC 20590.",33,
High,Compliance,Yes,"During the performance of this contract, the contractor undertaking to do work which is, or reasonably may be, done as on-site work, shall give preference to qualified persons who regularly reside in the labor area as designated by the DOL wherein the contract work is situated, or the subregion, or the Appalachian counties of the State wherein the contract work is situated, except: a. To the extent that qualified persons regularly residing in the area are not available. b. For the reasonable needs of the contractor to employ supervisory or specially experienced personnel necessary to assure an efficient execution of the contract work. c. For the obligation of the contractor to offer employment to present or former employees as the result of a lawful collective bargaining contract, provided that the number of nonresident persons employed under this subparagraph (1c) shall not exceed 20 percent of the total number of employees employed by the contractor on the contract work, except as provided in subparagraph (4) below.",34,
High,Compliance,Yes,"The contractor shall place a job order with the State Employment Service indicating (a) the classifications of the laborers, mechanics and other employees required to perform the contract work, (b) the number of employees required in each classification, (c) the date on which the participant estimates such employees will be required, and (d) any other pertinent information required by the State Employment Service to complete the job order form.",34,
High,Compliance,Yes,The contractor shall give full consideration to all qualified job applicants referred to him by the State Employment Service.,34,
High,Compliance,Yes,"The contractor shall include the provisions of Sections 1 through 4 of this Attachment A in every subcontract for work which is, or reasonably may be, done as on-site work.",35,
High,Compliance,Yes,Contractors must be able to demonstrate their participation in and compliance with the provisions of any such Hometown Plan.,1,
High,Compliance,Yes,The Contractor is expected to make substantially uniform progress toward its goals in each craft during the period specified.,1,
High,Compliance,Yes,"In order for the non-working training hours of apprentices and trainees to be counted in meeting the goals, such apprentices and trainees must be employed by the Contractor during the training period, and the Contractor must have made a commitment to employ the apprentices and trainees at the completion of their training, subject to the availability of employment opportunities.",1,
High,Compliance,Yes,Trainees must be trained pursuant to training programs approved by the U.S. Department of Labor.,2,
High,Compliance,Yes,"The Contractor, where possible, will assign two or more women to each construction project.",2,
High,Management,Yes,"The Contractor shall specifically ensure that all foremen, superintendents, and other on-site supervisory personnel are aware of and carry out the Contractor's obligation to maintain such a working environment with specific attention to minority or female individuals working at such sites or in such facilities.",2,
High,Compliance,Yes,"A written record shall be made and maintained identifying the time and place of these meetings, persons attending, subject matter discussed, and disposition of the subject matter.",3,
High,Compliance,Yes,"Not later than one month prior to the date for the acceptance of applications for apprenticeship or other training by any recruitment source, the Contractor shall send written notifications to organizations such as the above, describing the openings, screening procedures, and tests to be used in the selection process.",4,
High,Compliance,Yes,"Records shall be maintained in an easily understandable and retrievable form; however, to the degree that existing records satisfy this requirement, contractors shall not be required to maintain separate records.",5,
High,Compliance,Yes,"The hours of minority and female employment and training must be substantially uniform throughout the length of the contract and in each trade, and the Contractor shall make a good faith effort to employ minorities and women evenly on each of its projects.",6,
High,Compliance,Yes,"The Contractor shall provide written notification to the Director of the Office of Federal Contract Compliance Programs within ten working days of award of any construction subcontract in excess of $10,000.00 at any tier for construction work under the contract resulting from this solicitation.",6,
High,Compliance,Yes,"The notifications shall list the name, address and telephone number of the subcontractor; employer identification number of the subcontractor; estimated dollar amount of the subcontract; and the geographical area in which the subcontract is to be performed.",6,
High,Financial,Yes,"When a contract is amended, if a new Attachment C was adopted since the execution of the original contract, then the new Attachment C insurance requirements will apply as of and after amendment.",3,
High,Compliance,Yes,VTrans reserves the right to require contractors and subcontractors to submit periodic attestations of compliance with these workers compensation verification requirements.,4,
High,Financial,Yes,"Environmental and pollution insurance coverage may also be required when the State, in its sole discretion, determines it to be required under the scope and subject matter of a contract.",4,
High,Financial,Yes,"The Contractor shall file the original and one (1) copy of the Railroad Protective Liability policy with the State, who will provide the original to the appropriate railroad.",6,
High,Legal,Yes,"If the contractor discovers any provision(s) in the contract contrary to or inconsistent with any law, ordinance, regulation, order, or decree, the contractor shall immediately report it to the Project Manager in writing.",9,
High,Legal,Yes,"In case of any conflict with the items referenced above, the contractor is responsible to ascertain and follow the direction provided by the State.",9,
High,Legal,Yes,Compliance with this clause also satisfied the requirements of 46 CFR § 26.29. applicable to Federally funded contracts.,9,
High,Financial,Yes,Contractors without access to the internet shall obtain and submit manual reports to the VTrans Office of Civil Rights.,10,
High,Operational,Yes,"Upon notification, the contractor may be directed to immediately stop all work and incur no further costs under the contract.",10,
High,Legal,Yes,"Termination of the Contract, or portions thereof, shall not relieve the Contractor of its contractual responsibilities for work completed and shall not relieve the Contractor’s Surety of its obligation for and concerning any just claim arising out of the work performed.",11,
High,Legal,Yes,"If a patentable discovery or invention results from work performed under the contract, all rights to such discovery or invention shall be the sole property of the Contractor, but the State and the United States Government shall have an irrevocable, nonexclusive, non-transferable, and royalty free license to each invention in the manufacture, use, and disposition, according to law, of any article or material or use of method that may be developed, as a part of the work under the contract.",12,
High,Legal,Yes,"The Contractor agrees to allow access to all data, valuable papers, photographs, and other documents at all times.",12,
High,Legal,Yes,"No publication or publicity of the work, in part or in total, shall be made without the consent of the State, except that contractors may in general terms use previously developed instruments of professional service to describe its abilities for a project in promotional materials.",12,
High,Management,Yes,"Provide follow-up reports of corrective actions taken, as necessary.",15,
High,Management,Yes,The Contractor shall include in the request any proposed mitigation of the personal conflict of interest.,16,
High,Management,Yes,Vtrans will discuss the matter with the contractor to determine whether the OCOI can be mitigated to VTrans satisfaction by negotiating terms and conditions of the contract to that effect.,17,
High,Legal,Yes,"The Contractor will have the right to appeal a finding of an actual or potential OCOI to the appropriate Division Director, whose decision will be final, subject to further review only as provided for by state law, regulation or procedure.",18,
High,Management,Yes,VTrans retains the right to interview the proposed staff.,18,
High,Legal,Yes,Request for approval must be submitted to the appropriate Division Director.,19,
High,Legal,Yes,"The approval or consent to assign, sublet, or assign any portion of the work shall in no way relieve the Contractor of its responsibility to perform that portion of the work so affected.",19,
High,Operational,Yes,This paragraph also applies to those projects that are under construction or have been constructed.,19,
High,Management,Yes,"The Contractor shall serve as a liaison if the State deems it necessary for the furtherance of the work and participate with the State, at any reasonable time, in conferences, concerning interpretation and evaluation of all services provided under the contract.",20,
High,Management,Yes,"The Contractor further agrees to participate in meetings with the State, applicable Federal Agencies, or any other interested or affected participants for the purpose of review or resolution of any conflicts pertaining to the contract.",20,
High,Financial,Yes,"If the value of such changes, additions, or deletions is not otherwise reflected in payments to the contractor pursuant to the contract, or if such changes require additional time or expense to perform the work, the contract may be amended accordingly.",21,
High,Management,Yes,"When VTrans becomes aware of an error or omission on the part of the contractor or subcontractors, VTrans will inform the contractor and provide an opportunity for discussion and correction, if applicable.",21,
High,Management,Yes,Discussions will not relieve the contractor from complying with any VTrans-ordered corrections.,21,
High,Management,Yes,"The parties shall attempt to resolve any disputes that may arise under the contract by informal negotiation, with the approval of the appropriate Division Director.",22,
High,Legal,Yes,"If the dispute is not resolved, the Director shall issue a decision, which the Contractor may appeal in writing to the Transportation Board, through the Director, within 30 calendar days of the Director's decision.",22,
High,Legal,Yes,The notice of appeal shall completely outline the nature and extent of the issue(s) appealed and shall include copies of any and all supporting documentation.,22,
High,Legal,Yes,Neither the contractor nor the State shall take advantage or be afforded any benefit as the result of apparent error(s) or omission(s) in the contract documents.,22,
High,Management,Yes,"If either party discovers error(s) or omission(s), it shall immediately notify the other.",22,
High,Management,Yes,The Contractor shall link the monthly progress reports to the schedule.,23,
High,Management,Yes,"The report shall indicate any matters that have, or are anticipated to, adversely affected progress of the work.",23,
High,Management,Yes,VTrans may require the Contractor to prepare a revised work schedule in the event that a specific progress achievement falls behind the scheduled progress by more than thirty (30) days.,23,
High,Management,Yes,The revised work schedule shall be due as of the date specified by VTrans.,23,
High,Management,Yes,"The Contractor shall inform the State, in writing, of all contacts with utility facility owners, and the results thereof.",23,
High,Operational,Yes,"Whenever it is necessary to perform work in the field (e.g., with respect to reconnaissance, testing, construction inspection, and surveying) the contractor shall endeavor to maintain good relations with the public and any affected property owners.",23,
High,Operational,Yes,Personnel employed by or representing the contractor shall conduct themselves with propriety.,23,
High,Operational,Yes,All work will be done with minimum damage to the land and disturbance to the owners thereof.,24,
High,Management,Yes,The contractor is responsible for maintaining contact with VTrans to determine if any changes affect the work produced by the contractor.,24,
High,Management,Yes,Approval for any work shall be documented in writing.,24,
High,Management,Yes,"The Contractor, through VTrans, shall respond to all official comments regardless of their source.",24,
High,Management,Yes,The Contractor shall supply VTrans with written copies of all correspondence relating to reviews.,24,
High,Financial,Yes,"Additional information may be requested from a new contractor executing a contract under $500,000.00 or in some cases from contractors with existing or previous contracts with the State if any of the following conditions or areas of concern exist: i. There is insufficient knowledge of the consultant’s accounting system. ii. There is previous unfavorable experience regarding the reliability of the consultant’s accounting system. iii. The contract involves procurement of new equipment or supplies for which cost experience is lacking. iv. There have been issues with adherence to Federal and State regulations and policies. v. Capacity – ensuring ongoing delivery.",25,
High,Legal,Yes,"In accordance with Attachment C, Standard State Provisions for Contracts and Grants, the Contractor has VTrans permission to refer to the fact that the Contractor has, or previously had, contracts with VTrans in marketing or promotional materials, as long as purely factual statements are made, and no general endorsement is asserted.",26,
High,Legal,Yes,"Where any information required of a contractor is in the exclusive possession of another who fails or refuses to furnish the information, the contractor will so certify to the Recipient or the FHWA, as appropriate, and will set forth what efforts it has made to obtain the information.",1,
High,Compliance,Yes,The Contractor is required to provide a list of subcontractors on the job along with lists of subcontractors’ subcontractors and by whom those subcontractors are insured for workers’ compensation purposes.,103,
High,Compliance,Yes,"Additionally, the Contractor shall collect and retain evidence of subcontractors’ workers’ compensation insurance, such as the ACORD insurance coverage summary sheet.",103,
High,Compliance,Yes,"You should (1) either check Box A below, or check Box B and complete the associated table accordingly, and (2) sign below certifying that the form is accurate on behalf of your organization with respect to whether Russian-sourced goods and goods produced by Russian entities are being provided to the State of Vermont under the Contract.",104,
High,Compliance,Yes,"Contractor hereby certifies that in connection with the RRP or Contract, none of the applicable goods or services are Russian-sourced goods and/or produced by Russian entities.",104,
High,Compliance,Yes,"If the non-use box is not checked in Section A above, Contractor hereby indicates that certain products provided under this RFP and resulting contract with the Sate of Vermont are Russian-sourced goods and/or produced by Russian entities, as described in the table below.",104,
High,Compliance,Yes,"In addition, identify where indicated in the table, which goods are Russian-sourced and/or produced by Russian entities.",104,
High,Legal,Yes,"The State and its Contractors agree to ensure that DBEs as defined in 49 CFR Part 26, have the maximum opportunity to participate in the performance of contracts and subcontracts financed in whole or in part with Federal funds.",107,
High,Legal,Yes,"Each subcontract the prime contractor signs with a subcontractor must include this assurance: The contractor, sub recipient or subcontractor shall not discriminate on the basis of race, color, national origin, or sex in the award and performance of this contract.",107,
High,Legal,Yes,The contractor shall carry out applicable requirements of 49 CFR Part 26 in the award and administration of USDOT-assisted contracts.,107,
High,Legal,Yes,"The Contractor shall insert in each of its subcontracts this Disadvantaged Business Enterprise (DBE) Policy and also a clause requiring its subcontractors to include this same Policy in any lower tier subcontracts which they may enter into, together with a clause requiring the inclusion of the Policy in any further subcontract that may in turn be made.",107,
